d_nuremberg;Nuremberg;;;;;;;;;;;;;;;;;;;;;;;;;;;;
d_nordgau;Nordgau;;;;;;;;;;;;;;;;;;;;;;;;;;;;
d_tyrol;Tyrol;;;;;;;;;;;;;;;;;;;;;;;;;;;;
d_tyrol_adj;Tyrolean;;;;;;;;;;;;;;;;;;;;;;;;;;;;
d_niederbayern;Lower Bavaria;;;;;;;;;;;;;;;;;;;;;;;;;;;;
d_niederbayern_adj;Lower Bavarian;;;;;;;;;;;;;;;;;;;;;;;;;;;;
d_salzburg;Salzburg;;;;;;;;;;;;;;;;;;;;;;;;;;;;
d_salzburg_adj;Salzburger;;;;;;;;;;;;;;;;;;;;;;;;;;;;
d_osterreich;Austria;;;;;;;;;;;;;;;;;;;;;;;;;;;;
d_osterreich_adj;Austrian;;;;;;;;;;;;;;;;;;;;;;;;;;;;
d_oberbayern;Upper Bavaria;;;;;;;;;;;;;;;;;;;;;;;;;;;;
d_oberbayern_adj;Upper Bavarian;;;;;;;;;;;;;;;;;;;;;;;;;;;;
k_carinthia;Carinthia;;;;;;;;;;;;;;;;;;;;;;;;;;;;
k_carinthia_adj;Carinthian;;;;;;;;;;;;;;;;;;;;;;;;;;;;
d_styria;Styria;;;;;;;;;;;;;;;;;;;;;;;;;;;;
d_styria_adj;Styrian;;;;;;;;;;;;;;;;;;;;;;;;;;;;
d_istria;Istria;;;;;;;;;;;;;;;;;;;;;;;;;;;;
d_istria_adj;Istrian;;;;;;;;;;;;;;;;;;;;;;;;;;;;
k_franconia;Franconia;;;;;;;;;;;;;;;;;;;;;;;;;;;;
k_franconia_adj;Franconian;;;;;;;;;;;;;;;;;;;;;;;;;;;;
d_hessen;Hesse;;;;;;;;;;;;;;;;;;;;;;;;;;;;
d_hessen_adj;Hessian;;;;;;;;;;;;;;;;;;;;;;;;;;;;
d_rheinfranken;Rhenish Franconia;;;;;;;;;;;;;;;;;;;;;;;;;;;;
d_rheinfranken_adj;Rhenish Franconian;;;;;;;;;;;;;;;;;;;;;;;;;;;;
d_mainz;Mainz;;;;;;;;;;;;;;;;;;;;;;;;;;;;
d_wurzburg;Eastern Franconia;;;;;;;;;;;;;;;;;;;;;;;;;;;;
d_wurzburg_adj;Eastern Franconian;;;;;;;;;;;;;;;;;;;;;;;;;;;;
d_thuringia;Thuringia;;;;;;;;;;;;;;;;;;;;;;;;;;;;
d_thuringia_adj;Thuringian;;;;;;;;;;;;;;;;;;;;;;;;;;;;
d_bamberg;Bamberg;;;;;;;;;;;;;;;;;;;;;;;;;;;;
k_upper_lorraine;Lorraine;;;;;;;;;;;;;;;;;;;;;;;;;;;;
k_upper_lorraine_adj;Lorrainian;;;;;;;;;;;;;;;;;;;;;;;;;;;;
d_barleduc;Bar;;;;;;;;;;;;;;;;;;;;;;;;;;;;
d_upper_lorraine;Lorraine;;;;;;;;;;;;;;;;;;;;;;;;;;;;
d_upper_lorraine_adj;Lorrainian;;;;;;;;;;;;;;;;;;;;;;;;;;;;
d_trier;Treves;;;;;;;;;;;;;;;;;;;;;;;;;;;;
d_zurich;Zürich;;;;;;;;;;;;;;;;;;;;;;;;;;;;
d_pfalz;Electoral Palatinate;;;;;;;;;;;;;;;;;;;;;;;;;;;;
d_pfalz_adj;Palatinate;;;;;;;;;;;;;;;;;;;;;;;;;;;;
k_schwaben;Swabia;;;;;;;;;;;;;;;;;;;;;;;;;;;;
k_schwaben_adj;Swabian;;;;;;;;;;;;;;;;;;;;;;;;;;;;
d_burgau;Burgau;;;;;;;;;;;;;;;;;;;;;;;;;;;;
d_zahringen;Zähringen;;;;;;;;;;;;;;;;;;;;;;;;;;;;
d_zahringen_adj;Zähringer;;;;;;;;;;;;;;;;;;;;;;;;;;;;
d_teck;Teck;;;;;;;;;;;;;;;;;;;;;;;;;;;;
d_teck_adj;Swabian;;;;;;;;;;;;;;;;;;;;;;;;;;;;
d_chur;Chur;;;;;;;;;;;;;;;;;;;;;;;;;;;;
d_augsburg;Augsburg;;;;;;;;;;;;;;;;;;;;;;;;;;;;
k_frisia;Friesland;;;;;;;;;;;;;;;;;;;;;;;;;;;;
k_frisia_adj;Frisian;;;;;;;;;;;;;;;;;;;;;;;;;;;;
d_frisia;Friesland;;;;;;;;;;;;;;;;;;;;;;;;;;;;
d_frisia_adj;Frisian;;;;;;;;;;;;;;;;;;;;;;;;;;;;
d_utrecht;Utrecht;;;;;;;;;;;;;;;;;;;;;;;;;;;;
k_burgundy;Burgundy;;;;;;;;;;;;;;;;;;;;;;;;;;;;
k_burgundy_adj;Burgundian;;;;;;;;;;;;;;;;;;;;;;;;;;;;
d_upper_burgundy;Upper Burgundy;;;;;;;;;;;;;;;;;;;;;;;;;;;;
d_upper_burgundy_adj;Burgundian;;;;;;;;;;;;;;;;;;;;;;;;;;;;
d_lyon;Lyon;;;;;;;;;;;;;;;;;;;;;;;;;;;;
d_lyon_adj;Lyonnaise;;;;;;;;;;;;;;;;;;;;;;;;;;;;
d_aosta;Aosta;;;;;;;;;;;;;;;;;;;;;;;;;;;;
d_aosta_adj;Savoyard;;;;;;;;;;;;;;;;;;;;;;;;;;;;
d_basel;Basel;;;;;;;;;;;;;;;;;;;;;;;;;;;;
d_arles;Arles;;;;;;;;;;;;;;;;;;;;;;;;;;;;
d_arles_adj;Arlesian;;;;;;;;;;;;;;;;;;;;;;;;;;;;
d_provence;Provence;;;;;;;;;;;;;;;;;;;;;;;;;;;;
d_provence_adj;Provençal;;;;;;;;;;;;;;;;;;;;;;;;;;;;
d_susa;Piedmont;;;;;;;;;;;;;;;;;;;;;;;;;;;;
d_susa_adj;Piedmontese;;;;;;;;;;;;;;;;;;;;;;;;;;;;
k_bohemia;Bohemia;;;;;;;;;;;;;;;;;;;;;;;;;;;;
k_bohemia_adj;Bohemian;;;;;;;;;;;;;;;;;;;;;;;;;;;;
d_moravia;Moravia;;;;;;;;;;;;;;;;;;;;;;;;;;;;
d_bohemia;Bohemia;;;;;;;;;;;;;;;;;;;;;;;;;;;;
e_hungary;Hungary;;;;;;;;;;;;;;;;;;;;;;;;;;;;
e_hungary_adj;Hungarian;;;;;;;;;;;;;;;;;;;;;;;;;;;;
k_wallachia;Wallachia;;;;;;;;;;;;;;;;;;;;;;;;;;;;
k_wallachia_adj;Vlach;;;;;;;;;;;;;;;;;;;;;;;;;;;;
d_oltenia;Oltenia;;;;;;;;;;;;;;;;;;;;;;;;;;;;
d_oltenia_adj;Oltenian;;;;;;;;;;;;;;;;;;;;;;;;;;;;
d_wallachia;Muntenia;;;;;;;;;;;;;;;;;;;;;;;;;;;;
d_wallachia_adj;Muntenian;;;;;;;;;;;;;;;;;;;;;;;;;;;;
k_moldau;Moldova;;;;;;;;;;;;;;;;;;;;;;;;;;;;
k_moldau_adj;Moldovan;;;;;;;;;;;;;;;;;;;;;;;;;;;;
d_moldau;Upper Country;;;;;;;;;;;;;;;;;;;;;;;;;;;;
d_moldau_adj;Moldovan;;;;;;;;;;;;;;;;;;;;;;;;;;;;
d_basarabia;Lower Country;;;;;;;;;;;;;;;;;;;;;;;;;;;;
d_basarabia_adj;Moldovan;;;;;;;;;;;;;;;;;;;;;;;;;;;;
k_hungary;Hungary;;;;;;;;;;;;;;;;;;;;;;;;;;;;
k_hungary_adj;Hungarian;;;;;;;;;;;;;;;;;;;;;;;;;;;;
d_esztergom;Visegrád;;;;;;;;;;;;;;;;;;;;;;;;;;;;
d_csanad;Csanád;;;;;;;;;;;;;;;;;;;;;;;;;;;;
d_bacs;Bács;;;;;;;;;;;;;;;;;;;;;;;;;;;;
d_pecs;Somogy;;;;;;;;;;;;;;;;;;;;;;;;;;;;
d_pecs_adj;Somogy;;;;;;;;;;;;;;;;;;;;;;;;;;;;
d_esztergom_adj;Esztergom;;;;;;;;;;;;;;;;;;;;;;;;;;;;
d_temes;Temes;;;;;;;;;;;;;;;;;;;;;;;;;;;;
d_temes_adj;Temes;;;;;;;;;;;;;;;;;;;;;;;;;;;;
d_ungvar_adj;Uzhhorod;;;;;;;;;;;;;;;;;;;;;;;;;;;;
d_pest;Bihar;;;;;;;;;;;;;;;;;;;;;;;;;;;;
d_pest_adj;Bihar;;;;;;;;;;;;;;;;;;;;;;;;;;;;
d_transylvania;Transylvania;;;;;;;;;;;;;;;;;;;;;;;;;;;;
d_transylvania_adj;Transylvanian;;;;;;;;;;;;;;;;;;;;;;;;;;;;
d_nyitra;Nitra;;;;;;;;;;;;;;;;;;;;;;;;;;;;
d_nyitra_adj;Nitra;;;;;;;;;;;;;;;;;;;;;;;;;;;;
d_ujavar;Abaúj;;;;;;;;;;;;;;;;;;;;;;;;;;;;
d_gyor;Gyor;;;;;;;;;;;;;;;;;;;;;;;;;;;;
d_syrmia;Syrmia;;;;;;;;;;;;;;;;;;;;;;;;;;;;
d_syrmia_adj;Syrmian;;;;;;;;;;;;;;;;;;;;;;;;;;;;
k_croatia;Croatia;;;;;;;;;;;;;;;;;;;;;;;;;;;;
k_croatia_adj;Croatian;;;;;;;;;;;;;;;;;;;;;;;;;;;;
d_croatia;Croatia;;;;;;;;;;;;;;;;;;;;;;;;;;;;
d_croatia_adj;Croatian;;;;;;;;;;;;;;;;;;;;;;;;;;;;
d_slavonia_adj_greek;Pannonian;;;;;;;;;;;;;;;;;;;;;;;;;;;;
d_slavonia_adj_armenian;Pannonian;;;;;;;;;;;;;;;;;;;;;;;;;;;;
d_slavonia_adj_georgian;Pannonian;;;;;;;;;;;;;;;;;;;;;;;;;;;;
d_slavonia_adj_alan;Pannonian;;;;;;;;;;;;;;;;;;;;;;;;;;;;
d_slavonia_adj_arberian;Pannonian;;;;;;;;;;;;;;;;;;;;;;;;;;;;
d_slavonia_adj_roman;Pannonian;;;;;;;;;;;;;;;;;;;;;;;;;;;;
d_dalmatia;Dalmatia;;;;;;;;;;;;;;;;;;;;;;;;;;;;
d_dalmatia_adj;Dalmatian;;;;;;;;;;;;;;;;;;;;;;;;;;;;
d_krk;Krk;;;;;;;;;;;;;;;;;;;;;;;;;;;;
d_krk_adj;Krk;;;;;;;;;;;;;;;;;;;;;;;;;;;;
d_dalmatian_islands;Hvar;;;;;;;;;;;;;;;;;;;;;;;;;;;;
k_bosnia;Bosnia;;;;;;;;;;;;;;;;;;;;;;;;;;;;
k_bosnia_adj;Bosnian;;;;;;;;;;;;;;;;;;;;;;;;;;;;
d_bosnia;Bosnia;;;;;;;;;;;;;;;;;;;;;;;;;;;;
d_bosnia_adj;Bosnian;;;;;;;;;;;;;;;;;;;;;;;;;;;;
e_italy;Italy;;;;;;;;;;;;;;;;;;;;;;;;;;;;
e_italy_adj;Italian;;;;;;;;;;;;;;;;;;;;;;;;;;;;
k_italy;Italy;;;;;;;;;;;;;;;;;;;;;;;;;;;;
k_italy_adj;Italian;;;;;;;;;;;;;;;;;;;;;;;;;;;;
d_aquileia;Friuli;;;;;;;;;;;;;;;;;;;;;;;;;;;;
d_aquileia_adj;Friulan;;;;;;;;;;;;;;;;;;;;;;;;;;;;
d_modena;Modena and Reggio;;;;;;;;;;;;;;;;;;;;;;;;;;;;
d_modena_adj;Modena;;;;;;;;;;;;;;;;;;;;;;;;;;;;
d_lucca;Lucca;;;;;;;;;;;;;;;;;;;;;;;;;;;;
d_lucca_adj;Luccan;;;;;;;;;;;;;;;;;;;;;;;;;;;;
d_mantua;Mantua;;;;;;;;;;;;;;;;;;;;;;;;;;;;
d_mantua_adj;Mantuan;;;;;;;;;;;;;;;;;;;;;;;;;;;;
d_parma;Parma;;;;;;;;;;;;;;;;;;;;;;;;;;;;
d_parma_adj;Parmese;;;;;;;;;;;;;;;;;;;;;;;;;;;;
d_savona;Savona;;;;;;;;;;;;;;;;;;;;;;;;;;;;
d_savona_adj;Savonese;;;;;;;;;;;;;;;;;;;;;;;;;;;;
d_monferrato;Montferrat;;;;;;;;;;;;;;;;;;;;;;;;;;;;
d_toscana;Tuscany;;;;;;;;;;;;;;;;;;;;;;;;;;;;
d_toscana_adj;Tuscan;;;;;;;;;;;;;;;;;;;;;;;;;;;;
d_como;Como;;;;;;;;;;;;;;;;;;;;;;;;;;;;
d_lombardia;Milan;;;;;;;;;;;;;;;;;;;;;;;;;;;;
d_lombardia_adj;Milanese;;;;;;;;;;;;;;;;;;;;;;;;;;;;
d_genoa;Genoa;;;;;;;;;;;;;;;;;;;;;;;;;;;;
d_genoa_adj;Genoese;;;;;;;;;;;;;;;;;;;;;;;;;;;;
k_sardinia;Sardinia;;;;;;;;;;;;;;;;;;;;;;;;;;;;
k_sardinia_adj;Sardinian;;;;;;;;;;;;;;;;;;;;;;;;;;;;
d_corsica;Corsica;;;;;;;;;;;;;;;;;;;;;;;;;;;;
d_corsica_adj;Corsican;;;;;;;;;;;;;;;;;;;;;;;;;;;;
k_venice;Venice;;;;;;;;;;;;;;;;;;;;;;;;;;;;
k_venice_adj;Venetian;;;;;;;;;;;;;;;;;;;;;;;;;;;;
d_venice;Venice;;;;;;;;;;;;;;;;;;;;;;;;;;;;
d_venice_adj;Venetian;;;;;;;;;;;;;;;;;;;;;;;;;;;;
k_patrimoniumpetri;Patrimonium Sancti Petri;;;;;;;;;;;;;;;;;;;;;;;;;;;;
k_patrimoniumpetri_adj;Holy;;;;;;;;;;;;;;;;;;;;;;;;;;;;
d_ancona;Marche;;;;;;;;;;;;;;;;;;;;;;;;;;;;
d_ancona_adj;Marche;;;;;;;;;;;;;;;;;;;;;;;;;;;;
d_ravenna;Ravenna;;;;;;;;;;;;;;;;;;;;;;;;;;;;
d_ravenna_adj;Romagna;;;;;;;;;;;;;;;;;;;;;;;;;;;;
d_urbino;Urbino;;;;;;;;;;;;;;;;;;;;;;;;;;;;
d_urbino_adj;Urbino;;;;;;;;;;;;;;;;;;;;;;;;;;;;
k_sicily;Sicily;;;;;;;;;;;;;;;;;;;;;;;;;;;;
k_sicily_adj;Sicilian;;;;;;;;;;;;;;;;;;;;;;;;;;;;
d_tarent;Taranto;;;;;;;;;;;;;;;;;;;;;;;;;;;;
d_tarent_adj;Tarantino;;;;;;;;;;;;;;;;;;;;;;;;;;;;
d_loritello;Loritello;;;;;;;;;;;;;;;;;;;;;;;;;;;;
d_napoli;Naples;;;;;;;;;;;;;;;;;;;;;;;;;;;;
d_napoli_adj;Neapolitan;;;;;;;;;;;;;;;;;;;;;;;;;;;;
d_sicily;Sicily;;;;;;;;;;;;;;;;;;;;;;;;;;;;
d_sicily_adj;Sicilian;;;;;;;;;;;;;;;;;;;;;;;;;;;;
d_apulia;Apulia;;;;;;;;;;;;;;;;;;;;;;;;;;;;
d_apulia_adj;Apulian;;;;;;;;;;;;;;;;;;;;;;;;;;;;
d_alvito;Samnium;;;;;;;;;;;;;;;;;;;;;;;;;;;;
d_alvito_adj;Samnite;;;;;;;;;;;;;;;;;;;;;;;;;;;;
e_poland;Polish–Lithuanian Commonwealth;;;;;;;;;;;;;;;;;;;;;;;;;;;;
e_poland_adj;Polish–Lithuanian;;;;;;;;;;;;;;;;;;;;;;;;;;;;
k_poland;Poland;;;;;;;;;;;;;;;;;;;;;;;;;;;;
k_poland_adj;Polish;;;;;;;;;;;;;;;;;;;;;;;;;;;;
d_greater_poland;Greater Poland;;;;;;;;;;;;;;;;;;;;;;;;;;;;
d_greater_poland_adj;Greater Polish;;;;;;;;;;;;;;;;;;;;;;;;;;;;
d_lesser_poland;Lesser Poland;;;;;;;;;;;;;;;;;;;;;;;;;;;;
d_lesser_poland_adj;Lesser Polish;;;;;;;;;;;;;;;;;;;;;;;;;;;;
d_mazovia;Mazovia;;;;;;;;;;;;;;;;;;;;;;;;;;;;
d_mazovia_adj;Mazovian;;;;;;;;;;;;;;;;;;;;;;;;;;;;
d_kuyavia;Kujawy;;;;;;;;;;;;;;;;;;;;;;;;;;;;
d_kuyavia_adj;Kujawy;;;;;;;;;;;;;;;;;;;;;;;;;;;;
d_silesia;Silesia;;;;;;;;;;;;;;;;;;;;;;;;;;;;
d_silesia_adj;Silesian;;;;;;;;;;;;;;;;;;;;;;;;;;;;
d_sieradzko-leczyckie;Sieradz-Leczyca;;;;;;;;;;;;;;;;;;;;;;;;;;;;
d_sieradzko-leczyckie_adj;Sieradz;;;;;;;;;;;;;;;;;;;;;;;;;;;;
k_lithuania;Lithuania;;;;;;;;;;;;;;;;;;;;;;;;;;;;
k_lithuania_adj;Lithuanian;;;;;;;;;;;;;;;;;;;;;;;;;;;;
d_trakai;Trakai;;;;;;;;;;;;;;;;;;;;;;;;;;;;
d_prussia;Prussia;;;;;;;;;;;;;;;;;;;;;;;;;;;;
d_prussia_adj;Prussian;;;;;;;;;;;;;;;;;;;;;;;;;;;;
d_lithuanians;Lithuania;;;;;;;;;;;;;;;;;;;;;;;;;;;;
d_lithuanians_adj;Lithuanian;;;;;;;;;;;;;;;;;;;;;;;;;;;;
e_france;France;;;;;;;;;;;;;;;;;;;;;;;;;;;;
e_france_adj;French;;;;;;;;;;;;;;;;;;;;;;;;;;;;
d_aquitaine;Aquitaine;;;;;;;;;;;;;;;;;;;;;;;;;;;;
d_aquitaine_adj;Aquitainian;;;;;;;;;;;;;;;;;;;;;;;;;;;;
d_auvergne;Auvergne;;;;;;;;;;;;;;;;;;;;;;;;;;;;
d_auvergne_adj;Auvergne;;;;;;;;;;;;;;;;;;;;;;;;;;;;
d_limousin;Limousin;;;;;;;;;;;;;;;;;;;;;;;;;;;;
d_toulouse;Toulouse;;;;;;;;;;;;;;;;;;;;;;;;;;;;
d_toulouse_adj;Toulouse;;;;;;;;;;;;;;;;;;;;;;;;;;;;
d_septimania;Septimania;;;;;;;;;;;;;;;;;;;;;;;;;;;;
d_septimania_adj;Septimanian;;;;;;;;;;;;;;;;;;;;;;;;;;;;
d_archberry;Berry;;;;;;;;;;;;;;;;;;;;;;;;;;;;
d_foix;Pyrenees;;;;;;;;;;;;;;;;;;;;;;;;;;;;
d_foix_adj;Pyrenean;;;;;;;;;;;;;;;;;;;;;;;;;;;;
d_gevaudan;Gévaudan;;;;;;;;;;;;;;;;;;;;;;;;;;;;
d_poitou_adj;Poitevin;;;;;;;;;;;;;;;;;;;;;;;;;;;;
d_archreims;Reims;;;;;;;;;;;;;;;;;;;;;;;;;;;;
d_champagne;Champagne;;;;;;;;;;;;;;;;;;;;;;;;;;;;
d_champagne_adj;Champagne;;;;;;;;;;;;;;;;;;;;;;;;;;;;
d_burgundy;Burgundy;;;;;;;;;;;;;;;;;;;;;;;;;;;;
d_burgundy_adj;Burgundian;;;;;;;;;;;;;;;;;;;;;;;;;;;;
d_artois;Artois;;;;;;;;;;;;;;;;;;;;;;;;;;;;
d_artois_adj;Artesian;;;;;;;;;;;;;;;;;;;;;;;;;;;;
d_alencon;Alençon;;;;;;;;;;;;;;;;;;;;;;;;;;;;
d_blois;Blois;;;;;;;;;;;;;;;;;;;;;;;;;;;;
d_rethel;Rethel;;;;;;;;;;;;;;;;;;;;;;;;;;;;
d_nevers;Nevers;;;;;;;;;;;;;;;;;;;;;;;;;;;;
d_bourbon_adj;Bourbon;;;;;;;;;;;;;;;;;;;;;;;;;;;;
k_brittany;Brittany;;;;;;;;;;;;;;;;;;;;;;;;;;;;
k_brittany_adj;Breton;;;;;;;;;;;;;;;;;;;;;;;;;;;;
d_brittany;Brittany;;;;;;;;;;;;;;;;;;;;;;;;;;;;
d_brittany_adj;Breton;;;;;;;;;;;;;;;;;;;;;;;;;;;;
k_saxonengland;England;;;;;;;;;;;;;;;;;;;;;;;;;;;;
k_saxonengland_adj;English;;;;;;;;;;;;;;;;;;;;;;;;;;;;
k_sahara;Sahara;;;;;;;;;;;;;;;;;;;;;;;;;;;;
k_sahara_adj;Saharan;;;;;;;;;;;;;;;;;;;;;;;;;;;;
d_sahara;Sahara;;;;;;;;;;;;;;;;;;;;;;;;;;;;
d_sahara_adj;Saharan;;;;;;;;;;;;;;;;;;;;;;;;;;;;
k_antioch;Antioch;;;;;;;;;;;;;;;;;;;;;;;;;;;;
k_antioch_adj;Antiochene;;;;;;;;;;;;;;;;;;;;;;;;;;;;
d_germanias;the Brotherhoods;;;;;;;;;;;;;;;;;;;;;;;;;;;;
d_germanias_adj;Germanies;;;;;;;;;;;;;;;;;;;;;;;;;;;;
d_diyareast;Diyar Rabi'a;;;;;;;;;;;;;;;;;;;;;;;;;;;;
d_diyareast_adj;Rabi`ah;;;;;;;;;;;;;;;;;;;;;;;;;;;;
d_jazira;Diyar Mudar;;;;;;;;;;;;;;;;;;;;;;;;;;;;
d_jazira_adj;Diyar Mudar;;;;;;;;;;;;;;;;;;;;;;;;;;;;
d_homs;Homs;;;;;;;;;;;;;;;;;;;;;;;;;;;;
d_homs_adj;Homsi;;;;;;;;;;;;;;;;;;;;;;;;;;;;
d_jordan;Jordan;;;;;;;;;;;;;;;;;;;;;;;;;;;;
d_jordan_adj;Jordanian;;;;;;;;;;;;;;;;;;;;;;;;;;;;
d_damascus;Damascus;;;;;;;;;;;;;;;;;;;;;;;;;;;;
d_damascus_adj;Damascene;;;;;;;;;;;;;;;;;;;;;;;;;;;;
d_aleppo;Qinnasrin;;;;;;;;;;;;;;;;;;;;;;;;;;;;
d_aleppo_adj;Qinnasrin;;;;;;;;;;;;;;;;;;;;;;;;;;;;
k_syria;Syria;;;;;;;;;;;;;;;;;;;;;;;;;;;;
k_syria_adj;Syrian;;;;;;;;;;;;;;;;;;;;;;;;;;;;
k_aljazira;Upper Mesopotamia;;;;;;;;;;;;;;;;;;;;;;;;;;;;
k_aljazira_adj;Upper Mesopotamian;;;;;;;;;;;;;;;;;;;;;;;;;;;;
d_antioch;Antioch;;;;;;;;;;;;;;;;;;;;;;;;;;;;
d_antioch_adj;Antiochene;;;;;;;;;;;;;;;;;;;;;;;;;;;;
e_spain;Spain;;;;;;;;;;;;;;;;;;;;;;;;;;;;
e_spain_adj;Spanish;;;;;;;;;;;;;;;;;;;;;;;;;;;;
k_portugal;Portugal;;;;;;;;;;;;;;;;;;;;;;;;;;;;
k_portugal_adj;Portuguese;;;;;;;;;;;;;;;;;;;;;;;;;;;;
d_beja;Alentejo;;;;;;;;;;;;;;;;;;;;;;;;;;;;
d_beja_adj;Alentejo;;;;;;;;;;;;;;;;;;;;;;;;;;;;
d_algarve;Algarve;;;;;;;;;;;;;;;;;;;;;;;;;;;;
d_algarve_adj;Algarve;;;;;;;;;;;;;;;;;;;;;;;;;;;;
d_beira;Beira;;;;;;;;;;;;;;;;;;;;;;;;;;;;
d_portucale;Portugal;;;;;;;;;;;;;;;;;;;;;;;;;;;;
d_portucale_adj;Portuguese;;;;;;;;;;;;;;;;;;;;;;;;;;;;
k_aragon;Aragon;;;;;;;;;;;;;;;;;;;;;;;;;;;;
k_aragon_adj;Aragonese;;;;;;;;;;;;;;;;;;;;;;;;;;;;
k_castille;Castile;;;;;;;;;;;;;;;;;;;;;;;;;;;;
k_castille_adj;Castilian;;;;;;;;;;;;;;;;;;;;;;;;;;;;
k_leon;León;;;;;;;;;;;;;;;;;;;;;;;;;;;;
k_leon_adj;Leonese;;;;;;;;;;;;;;;;;;;;;;;;;;;;
k_navarra;Navarre;;;;;;;;;;;;;;;;;;;;;;;;;;;;
k_navarra_adj;Navarrese;;;;;;;;;;;;;;;;;;;;;;;;;;;;
d_navarra;Navarre;;;;;;;;;;;;;;;;;;;;;;;;;;;;
d_navarra_adj;Navarrese;;;;;;;;;;;;;;;;;;;;;;;;;;;;
k_andalusia;Al-Andalus;;;;;;;;;;;;;;;;;;;;;;;;;;;;
k_andalusia_adj;Andalusi;;;;;;;;;;;;;;;;;;;;;;;;;;;;
d_castilla;Castille;;;;;;;;;;;;;;;;;;;;;;;;;;;;
d_castilla_adj;Castilian;;;;;;;;;;;;;;;;;;;;;;;;;;;;
d_leon;León;;;;;;;;;;;;;;;;;;;;;;;;;;;;
d_leon_adj;Leonese;;;;;;;;;;;;;;;;;;;;;;;;;;;;
d_aragon;Aragon;;;;;;;;;;;;;;;;;;;;;;;;;;;;
d_aragon_adj;Aragonese;;;;;;;;;;;;;;;;;;;;;;;;;;;;
d_catalunya_nova;Catalunya Nova;;;;;;;;;;;;;;;;;;;;;;;;;;;;
d_catalunya_nova_adj;Catalan;;;;;;;;;;;;;;;;;;;;;;;;;;;;
d_catalunya_vella;Catalunya Vella;;;;;;;;;;;;;;;;;;;;;;;;;;;;
d_catalunya_vella_adj;Catalan;;;;;;;;;;;;;;;;;;;;;;;;;;;;
